,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polarization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theta,Theta Angle  (?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-10.47,-38.78,-11.06,-6.09,-4.74,-5.89,-10.47,-38.78,-11.06,-6.09,-4.74,-5.89,-10.47,,,,,,,,,,,,,,,,,
,,2510,-10.88,-44.76,-10.69,-5.98,-4.76,-6.04,-10.88,-44.76,-10.69,-5.98,-4.76,-6.04,-10.88,,,,,,,,,,,,,,,,,
,,2520,-11.2,-36.62,-10.43,-5.9,-4.78,-6.16,-11.2,-36.62,-10.43,-5.9,-4.78,-6.16,-11.2,,,,,,,,,,,,,,,,,
,,2530,-11.56,-31.94,-10.23,-5.88,-4.85,-6.33,-11.56,-31.94,-10.23,-5.88,-4.85,-6.33,-11.56,,,,,,,,,,,,,,,,,
,,2540,-11.85,-28,-9.78,-5.64,-4.73,-6.33,-11.85,-28,-9.78,-5.64,-4.73,-6.33,-11.85,,,,,,,,,,,,,,,,,
,,2550,-11.77,-27.4,-9.58,-5.48,-4.58,-6.2,-11.77,-27.4,-9.58,-5.48,-4.58,-6.2,-11.77,,,,,,,,,,,,,,,,,
,,2560,-11.88,-25.04,-9.08,-5.14,-4.34,-6.07,-11.88,-25.04,-9.08,-5.14,-4.34,-6.07,-11.88,,,,,,,,,,,,,,,,,
,,2570,-12.11,-23.43,-8.76,-4.97,-4.25,-6.07,-12.11,-23.43,-8.76,-4.97,-4.25,-6.07,-12.11,,,,,,,,,,,,,,,,,
,,2580,-12.48,-22,-8.51,-4.87,-4.25,-6.17,-12.48,-22,-8.51,-4.87,-4.25,-6.17,-12.48,,,,,,,,,,,,,,,,,
,,2590,-12.74,-20.89,-8.24,-4.73,-4.18,-6.2,-12.74,-20.89,-8.24,-4.73,-4.18,-6.2,-12.74,,,,,,,,,,,,,,,,,
,,2600,-13.24,-19.83,-8.08,-4.71,-4.26,-6.39,-13.24,-19.83,-8.08,-4.71,-4.26,-6.39,-13.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,Phi Angle  (?,0,30,60,90,120,150,180,210,240,270,300,330,360,,,,,,,,,,,,,,,,,
,,Frequency  (MHz),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),,,,,,,,,,,,,,,,,
